Country Name,Id,Indicator Name,Value,Year
St. Lucia,8122,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",11881155.6,1996
St. Lucia,8127,"Debt service on external debt, total (TDS, current US$)",12785155.6,1996
St. Lucia,8166,"External debt stocks, total (DOD, current US$)",141571045.9,1996
Liechtenstein,8366,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Liechtenstein,8371,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Liechtenstein,8410,"External debt stocks, total (DOD, current US$)",n/a,1996
Sri Lanka,8427,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",388425845,1996
Sri Lanka,8432,"Debt service on external debt, total (TDS, current US$)",466972488.3,1996
Sri Lanka,8471,"External debt stocks, total (DOD, current US$)",8298763055,1996
Lesotho,8610,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",34267568.4,1996
Lesotho,8615,"Debt service on external debt, total (TDS, current US$)",38143488.1,1996
Lesotho,8654,"External debt stocks, total (DOD, current US$)",701229527.2,1996
Lithuania,8732,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Lithuania,8737,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Lithuania,8776,"External debt stocks, total (DOD, current US$)",n/a,1996
Luxembourg,8793,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Luxembourg,8798,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Luxembourg,8837,"External debt stocks, total (DOD, current US$)",n/a,1996
Latvia,8854,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Latvia,8859,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Latvia,8898,"External debt stocks, total (DOD, current US$)",n/a,1996
"Macao SAR, China",8915,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
"Macao SAR, China",8920,"Debt service on external debt, total (TDS, current US$)",n/a,1996
"Macao SAR, China",8959,"External debt stocks, total (DOD, current US$)",n/a,1996
St. Martin (French part),8976,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
St. Martin (French part),8981,"Debt service on external debt, total (TDS, current US$)",n/a,1996
St. Martin (French part),9020,"External debt stocks, total (DOD, current US$)",n/a,1996
Morocco,9037,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",3254289450,1996
Morocco,9042,"Debt service on external debt, total (TDS, current US$)",3383879311,1996
Morocco,9081,"External debt stocks, total (DOD, current US$)",24233330916,1996
Monaco,9098,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Monaco,9103,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Monaco,9142,"External debt stocks, total (DOD, current US$)",n/a,1996
Moldova,9159,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",61854447,1996
Moldova,9164,"Debt service on external debt, total (TDS, current US$)",84247152.9,1996
Moldova,9203,"External debt stocks, total (DOD, current US$)",847654629.7,1996
Madagascar,9220,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",61627521.9,1996
Madagascar,9225,"Debt service on external debt, total (TDS, current US$)",82756069,1996
Madagascar,9264,"External debt stocks, total (DOD, current US$)",4145801223,1996
Maldives,9281,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",11513497.6,1996
Maldives,9286,"Debt service on external debt, total (TDS, current US$)",11710497.6,1996
Maldives,9325,"External debt stocks, total (DOD, current US$)",168205228.4,1996
Mexico,9403,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",26756347381,1996
Mexico,9408,"Debt service on external debt, total (TDS, current US$)",40530147182,1996
Mexico,9447,"External debt stocks, total (DOD, current US$)",1.58E+11,1996
Marshall Islands,9464,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Marshall Islands,9469,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Marshall Islands,9508,"External debt stocks, total (DOD, current US$)",n/a,1996
Mali,9647,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",105981582.9,1996
Mali,9652,"Debt service on external debt, total (TDS, current US$)",116433875.3,1996
Mali,9691,"External debt stocks, total (DOD, current US$)",3006602911,1996
Malta,9708,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Malta,9713,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Malta,9752,"External debt stocks, total (DOD, current US$)",n/a,1996
Myanmar,9769,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",172840058,1996
Myanmar,9774,"Debt service on external debt, total (TDS, current US$)",172840058,1996
Myanmar,9813,"External debt stocks, total (DOD, current US$)",5824336420,1996
Montenegro,9891,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Montenegro,9896,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Montenegro,9935,"External debt stocks, total (DOD, current US$)",n/a,1996
Mongolia,9952,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",42108967.7,1996
Mongolia,9957,"Debt service on external debt, total (TDS, current US$)",52803921.7,1996
Mongolia,9996,"External debt stocks, total (DOD, current US$)",534109092.9,1996
Mozambique,10074,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",101103720.1,1996
Mozambique,10079,"Debt service on external debt, total (TDS, current US$)",141746962.9,1996
Mozambique,10118,"External debt stocks, total (DOD, current US$)",7603771150,1996
Mauritania,10135,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",101779821.3,1996
Mauritania,10140,"Debt service on external debt, total (TDS, current US$)",116398044.9,1996
Mauritania,10179,"External debt stocks, total (DOD, current US$)",2451411243,1996
Mauritius,10196,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",138767516.9,1996
Mauritius,10201,"Debt service on external debt, total (TDS, current US$)",178766516.9,1996
Mauritius,10240,"External debt stocks, total (DOD, current US$)",1398985370,1996
Malawi,10257,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",68172894.7,1996
Malawi,10262,"Debt service on external debt, total (TDS, current US$)",88416033.4,1996
Malawi,10301,"External debt stocks, total (DOD, current US$)",2311685186,1996
Malaysia,10318,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Malaysia,10323,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Malaysia,10362,"External debt stocks, total (DOD, current US$)",n/a,1996
Namibia,10440,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Namibia,10445,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Namibia,10484,"External debt stocks, total (DOD, current US$)",n/a,1996
New Caledonia,10501,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
New Caledonia,10506,"Debt service on external debt, total (TDS, current US$)",n/a,1996
New Caledonia,10545,"External debt stocks, total (DOD, current US$)",n/a,1996
Niger,10562,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",14474533.5,1996
Niger,10567,"Debt service on external debt, total (TDS, current US$)",56414581.1,1996
Niger,10606,"External debt stocks, total (DOD, current US$)",1554793033,1996
Nigeria,10623,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2152812518,1996
Nigeria,10628,"Debt service on external debt, total (TDS, current US$)",2228632518,1996
Nigeria,10667,"External debt stocks, total (DOD, current US$)",31414754639,1996
Nicaragua,10684,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",197734889.2,1996
Nicaragua,10689,"Debt service on external debt, total (TDS, current US$)",220734265,1996
Nicaragua,10728,"External debt stocks, total (DOD, current US$)",6174328565,1996
Netherlands,10745,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Netherlands,10750,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Netherlands,10789,"External debt stocks, total (DOD, current US$)",n/a,1996
Norway,10806,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Norway,10811,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Norway,10850,"External debt stocks, total (DOD, current US$)",n/a,1996
Nepal,10867,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",68949929.4,1996
Nepal,10872,"Debt service on external debt, total (TDS, current US$)",78355580.1,1996
Nepal,10911,"External debt stocks, total (DOD, current US$)",2397938028,1996
Nauru,10928,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Nauru,10933,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Nauru,10972,"External debt stocks, total (DOD, current US$)",n/a,1996
New Zealand,10989,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
New Zealand,10994,"Debt service on external debt, total (TDS, current US$)",n/a,1996
New Zealand,11033,"External debt stocks, total (DOD, current US$)",n/a,1996
Oman,11111,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Oman,11116,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Oman,11155,"External debt stocks, total (DOD, current US$)",n/a,1996
Pakistan,11233,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2272280921,1996
Pakistan,11238,"Debt service on external debt, total (TDS, current US$)",3301456859,1996
Pakistan,11277,"External debt stocks, total (DOD, current US$)",29850953918,1996
Panama,11294,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Panama,11299,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Panama,11338,"External debt stocks, total (DOD, current US$)",n/a,1996
Peru,11355,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2398209538,1996
Peru,11360,"Debt service on external debt, total (TDS, current US$)",2944693453,1996
Peru,11399,"External debt stocks, total (DOD, current US$)",29032988173,1996
Philippines,11416,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4038951003,1996
Philippines,11421,"Debt service on external debt, total (TDS, current US$)",5370854316,1996
Philippines,11460,"External debt stocks, total (DOD, current US$)",43997124268,1996
Palau,11477,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Palau,11482,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Palau,11521,"External debt stocks, total (DOD, current US$)",n/a,1996
Papua New Guinea,11538,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",247434407.8,1996
Papua New Guinea,11543,"Debt service on external debt, total (TDS, current US$)",489316297.9,1996
Papua New Guinea,11582,"External debt stocks, total (DOD, current US$)",2507363358,1996
Poland,11599,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Poland,11604,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Poland,11643,"External debt stocks, total (DOD, current US$)",n/a,1996
Puerto Rico,11721,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Puerto Rico,11726,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Puerto Rico,11765,"External debt stocks, total (DOD, current US$)",n/a,1996
"Korea, Dem. People's Rep.",11782,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
"Korea, Dem. People's Rep.",11787,"Debt service on external debt, total (TDS, current US$)",n/a,1996
"Korea, Dem. People's Rep.",11826,"External debt stocks, total (DOD, current US$)",n/a,1996
Portugal,11843,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
Portugal,11848,"Debt service on external debt, total (TDS, current US$)",n/a,1996
Portugal,11887,"External debt stocks, total (DOD, current US$)",n/a,1996
Paraguay,11904,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",193649291.4,1996
Paraguay,11909,"Debt service on external debt, total (TDS, current US$)",253244291.4,1996
Paraguay,11948,"External debt stocks, total (DOD, current US$)",2604084334,1996
West Bank and Gaza,11965,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,1996
West Bank and Gaza,11970,"Debt service on external debt, total (TDS, current US$)",n/a,1996
West Bank and Gaza,12009,"External debt stocks, total (DOD, current US$)",n/a,1996
